Trained Epochs,BC Loss,QL Loss,Actor Loss,Critic Loss,Actor LR,Critic LR
100,0.07513262590441853,1.4688800337326526,1.5440126595723629,59.73006416649632,0.0002999814948722491,0.0002999814948722491
200,0.06111100922394544,1.3245849757754802,1.3856959849727153,24.300974866752625,0.0002999259840548597,0.0002999259840548597
