Trained Epochs,BC Loss,QL Loss,Actor Loss,Critic Loss,Actor LR,Critic LR
100,0.07227938898511231,1.319124350489378,1.391403739578724,34.095530607931984,0.0002999814948722491,0.0002999814948722491
200,0.05856704314302653,1.3416207527506352,1.4001877958905697,29.42310273800373,0.0002999259840548597,0.0002999259840548597
